"","treatment","microbe","gland","reliability","used.model","log.x","log.y","nboot.gc","mu.model","lambda.model","A.model","integral.model","stdmu.model","stdlambda.model","stdA.model","ci90.mu.model.lo","ci90.mu.model.up","ci90.lambda.model.lo","ci90.lambda.model.up","ci90.A.model.lo","ci90.A.model.up","ci95.mu.model.lo","ci95.mu.model.up","ci95.lambda.model.lo","ci95.lambda.model.up","ci95.A.model.lo","ci95.A.model.up","mu.spline","lambda.spline","A.spline","integral.spline","mu.bt","lambda.bt","A.bt","integral.bt","stdmu.bt","stdlambda.bt","stdA.bt","stdintegral.bt","ci90.mu.bt.lo","ci90.mu.bt.up","ci90.lambda.bt.lo","ci90.lambda.bt.up","ci90.A.bt.lo","ci90.A.bt.up","ci90.integral.bt.lo","ci90.integral.bt.up","ci95.mu.bt.lo","ci95.mu.bt.up","ci95.lambda.bt.lo","ci95.lambda.bt.up","ci95.A.bt.lo","ci95.A.bt.up","ci95.integral.bt.lo","ci95.integral.bt.up"
"71","control","Ecoli","dufours",TRUE,"richards",FALSE,FALSE,0,0.00156986404797215,951.085510479836,1.22658945892113,1872.07359428944,2.17953651961218e-05,6.33208095756644,0.00425456173596586,0.00153401067222453,0.00160571742371977,940.669237304639,961.501783655033,1.21959070486547,1.2335882129768,0.00152714513218775,0.00161258296375655,938.674631803006,963.496389156666,1.21825051791864,1.23492839992363,0.00183913328722043,974.215561590398,1.28012764770476,1869.10492593654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","control","Smarcescens","dufours",TRUE,"gompertz",FALSE,FALSE,0,0.00336876031106531,289.921273382652,1.7075911878068,3946.1899100208,4.90992792403307e-05,3.99222371614641,0.00317592166572198,0.00328799199671497,0.00344952862541565,283.354065369591,296.488481395713,1.70236679666668,1.71281557894691,0.00327252572375426,0.00346499489837636,282.096514899005,297.746031866299,1.70136638134198,1.71381599427161,0.0038400954305548,325.280912522553,1.74557021572973,3945.88713945143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","high","Smarcescens","sternal",TRUE,"richards",FALSE,FALSE,0,0.00347540021864914,280.002271304751,1.75928397564792,4111.1414436611,7.70745858799302e-05,6.27732056645128,0.00487426279355457,0.00334861252487665,0.00360218791242162,269.676078972939,290.328463636564,1.75126581335252,1.76730213794332,0.00332433403032447,0.0036264664069738,267.698722994507,292.305819614996,1.74973042057255,1.76883753072329,0.0046510069591958,363.600171500686,1.82050729724729,4108.7451885685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","low","Smarcescens","sternal",TRUE,"gompertz",FALSE,FALSE,0,0.00339553686924698,279.873836603426,1.75864854067655,4070.58694258732,5.49656771611451e-05,4.52783850477689,0.00367877608359189,0.0033051183303169,0.00348595540817707,272.425542263068,287.322130943784,1.75259695401904,1.76470012733406,0.00328780414201114,0.00350326959648283,270.999273134063,288.748400072788,1.75143813955271,1.76585894180039,0.00454100688120214,353.673639907863,1.80319149283519,4070.48118703763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","control","Ecoli","sternal",TRUE,"richards",FALSE,FALSE,0,0.00171377802635327,971.295781117392,1.1919880991702,1860.42745776744,2.99810468239808e-05,7.32492012912799,0.00441412259181035,0.00166445920432782,0.00176309684837872,959.246287504976,983.345274729807,1.18472686750667,1.19924933083373,0.00165501517457827,0.00177254087812827,956.938937664301,985.652624570483,1.18333641889025,1.20063977945015,0.00166478041691792,949.434343719497,1.23679156777986,1856.66304096728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","low","Ecoli","sternal",TRUE,"richards",FALSE,FALSE,0,0.00195954098473364,487.498548618078,0.802601513343915,1758.93718270143,6.6482307885454e-05,8.29459017089018,0.00306902546964878,0.00185017758826207,0.00206890438120521,473.853947786964,501.143149449193,0.797552966446342,0.807650060241487,0.00182923566127815,0.00208984630818913,471.241151883134,503.755945353023,0.796586223423403,0.808616803264426,0.00200837395537055,476.907754284109,0.856291388734805,1757.80922486155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","control","Ecoli","sternal",TRUE,"richards",FALSE,FALSE,0,0.00181509607325427,970.013056125345,1.21018245713486,1884.05972246221,3.06967246429897e-05,6.26637514987372,0.00440167375754848,0.00176459996121655,0.00186559218529199,959.704869003803,980.321243246887,1.20294170380369,1.21742321046603,0.00175493049295401,0.00187526165355453,957.730960831593,982.295151419098,1.20155517657007,1.21880973769966,0.00173663260936402,953.806522015182,1.27162416405607,1882.8238063642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","medium","Ecoli","sternal",TRUE,"richards",FALSE,FALSE,0,0.00176140020445278,446.635771784521,0.701460862740252,1567.68412005763,0.000100435305683064,13.2399697397476,0.00440187555765123,0.00159618412660413,0.00192661628230142,424.856021562636,468.415522006406,0.694219777447915,0.708701948032588,0.00156454700531397,0.00195825340359158,420.685431094616,472.586112474426,0.692833186647255,0.710088538833248,0.00179981592127735,436.917393889133,0.75070222555702,1567.76622123955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","high","Smarcescens","dufours",TRUE,"gompertz",FALSE,FALSE,0,0.00164313054114374,577.634594522943,0.501866538204046,1074.06717624762,0.000165562202756834,16.7865570413853,0.00498645124390759,0.00137078071760875,0.00191548036467873,550.020708189864,605.248480856022,0.493663825907818,0.510069250500274,0.00131862862374034,0.00196763245854713,544.732942721828,610.536246324058,0.492093093765987,0.511639982642105,0.00211650959111653,581.690012755759,0.576528313751384,1074.26701202994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","high","Smarcescens","dufours",TRUE,"gompertz",FALSE,FALSE,0,0.00179652749320668,634.847606809227,0.49058671181787,1031.06949283952,0.000234716089529469,19.4874223061452,0.00598950832250435,0.0014104195259307,0.00218263546048265,602.790797115618,666.904416502836,0.48073397062735,0.500439453008389,0.00133648395772892,0.00225657102868443,596.652259089183,673.042954529272,0.478847275505761,0.502326148129978,0.00229681132316226,648.467063136701,0.573595357465769,1031.45750724447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","high","Smarcescens","dufours",TRUE,"gompertz",FALSE,FALSE,0,0.0011857541251454,754.558866838864,0.287024913870339,574.047353437668,0.000283900813100304,31.6864197038065,0.00616846946680259,0.0007187372875954,0.0016527709626954,702.434706426103,806.683027251626,0.276877781597449,0.297172046143229,0.000629308531468804,0.001742199718822,692.453484219404,816.664249458325,0.274934713715406,0.299115114025272,0.00134721647005687,751.821384035336,0.371753315792559,575.322930809329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","control","Smarcescens","sternal",TRUE,"gompertz",FALSE,FALSE,0,0.00338411906750516,272.395671324257,1.70222340194554,3967.45592922557,5.52093279711387e-05,4.43647307399551,0.00350798904070779,0.00329329972299263,0.00347493841201768,265.097673117534,279.693669530979,1.69645275997358,1.70799404391751,0.00327590878468173,0.00349232935032859,263.700184099225,281.091158549288,1.69534774342576,1.70909906046533,0.00407277051287272,263.153416109872,1.74281718234257,3965.72866158574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","low","Smarcescens","dufours",TRUE,"logistic",FALSE,FALSE,0,0.00347451977533482,397.723033704963,1.24144483677752,2878.24109007769,0.000158156793461246,9.29645549541835,0.00549159360025371,0.00321435185009107,0.00373468770057857,382.430364414999,413.015702994926,1.2324111653051,1.25047850824993,0.00316453246015078,0.00378450709051886,379.501980933943,415.944086475983,1.23068131332102,1.25220836023401,0.00446159450620495,428.356078710886,1.32175428005663,2877.05088908276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
